id	is_hate	location
21737	1.0	California, United States
21738	1.0	United States
21739	1.0	Indiana, United States
21740	1.0	North Carolina, United States
21741	1.0	Alberta, Canada
21742	1.0	Texas, United States
21743	1.0	California, United States
21744	1.0	California, United States
21745	1.0	England, United Kingdom
21746	1.0	Michigan, United States
21747	1.0	Kansas, United States
21748	1.0	Kansas, United States
21749	1.0	Tennessee, United States
21750	1.0	Maryland, United States
21751	1.0	Texas, United States
21752	1.0	Texas, United States
21753	1.0	Florida, United States
21754	1.0	Alberta, Canada
21755	1.0	New Mexico, United States
21756	1.0	Oregon, United States
21757	1.0	Australia, Australia
21758	1.0	California, United States
21759	1.0	Washington, United States
21760	1.0	Texas, United States
21761	1.0	Michigan, United States
21762	1.0	Maryland, United States
21763	1.0	Texas, United States
21764	1.0	Indiana, United States
21765	1.0	Massachusetts, United States
21766	1.0	South Carolina, United States
21767	1.0	Washington, United States
21768	1.0	England, United Kingdom
21769	1.0	Illinois, United States
21770	1.0	Missouri, United States
21771	1.0	Connecticut, United States
21772	1.0	Arkansas, United States
21773	1.0	Antioquia, Colombia
21774	1.0	Texas, United States
21775	1.0	Washington, United States
21776	1.0	Arizona, United States
21777	1.0	Pennsylvania, United States
21778	1.0	Nevada, United States
21779	1.0	Idaho, United States
21780	1.0	Colorado, United States
21781	1.0	Oslo Fylke, Norway
21782	1.0	Michigan, United States
21783	1.0	Texas, United States
21784	1.0	United States
21785	1.0	New York, United States
21786	1.0	Alberta, Canada
21787	1.0	Tennessee, United States
21788	1.0	Oklahoma, United States
21789	1.0	Texas, United States
21790	1.0	California, United States
21791	1.0	Michigan, United States
21792	1.0	Illinois, United States
21793	1.0	Washington, United States
21794	1.0	Iowa, United States
21795	1.0	Virginia, United States
21796	1.0	Arizona, United States
21797	1.0	Arizona, United States
21798	1.0	Indiana, United States
21799	1.0	Ohio, United States
21800	1.0	New York, United States
21801	1.0	New Jersey, United States
21802	1.0	Alabama, United States
21803	1.0	California, United States
21804	1.0	Washington, United States
21805	1.0	Massachusetts, United States
21806	1.0	Ohio, United States
21807	1.0	Provence-Alpes-Côte d'Azur, France
21808	1.0	Alberta, Canada
21809	1.0	Texas, United States
21810	1.0	Rhode Island, United States
21811	1.0	Texas, United States
21812	1.0	California, United States
21813	1.0	Texas, United States
21814	1.0	England, United Kingdom
21815	1.0	United States
21816	1.0	Québec, Canada
21817	1.0	Indiana, United States
21818	1.0	England, United Kingdom
21819	1.0	Kansas, United States
21820	1.0	Massachusetts, United States
21821	1.0	Michigan, United States
21822	1.0	Michigan, United States
21823	1.0	Colorado, United States
21824	1.0	Alabama, United States
21825	1.0	California, United States
21826	1.0	Florida, United States
21827	1.0	United States
21828	1.0	Iowa, United States
21829	1.0	Nevada, United States
21830	1.0	Kentucky, United States
21831	1.0	Arkansas, United States
21832	1.0	Colorado, United States
21833	1.0	Indiana, United States
21834	1.0	Québec, Canada
21835	1.0	England, United Kingdom
21836	1.0	Colorado, United States
21837	1.0	Colorado, United States
21838	1.0	Colorado, United States
21839	1.0	Florida, United States
21840	1.0	California, United States
21841	1.0	Illinois, United States
21842	1.0	United States
21843	1.0	Australia, Australia
21844	1.0	Ontario, Canada
21845	1.0	Alaska, United States
21846	1.0	Florida, United States
21847	1.0	England, United Kingdom
21848	1.0	Pennsylvania, United States
21849	1.0	California, United States
21850	1.0	Georgia, United States
21851	1.0	Kansas, United States
21852	1.0	Arizona, United States
21853	1.0	Virginia, United States
21854	1.0	California, United States
21855	1.0	Kansas, United States
21856	1.0	Ohio, United States
21857	1.0	California, United States
21858	1.0	Colorado, United States
21859	1.0	New Mexico, United States
21860	1.0	South Dakota, United States
21861	1.0	Michigan, United States
21862	1.0	New York, United States
21863	1.0	England, United Kingdom
21864	1.0	Georgia, United States
21865	1.0	Australia, Australia
21866	1.0	Australia, Australia
21867	1.0	Michigan, United States
21868	1.0	Australia, Australia
21869	1.0	Illinois, United States
21870	1.0	New York, United States
21871	1.0	Massachusetts, United States
21872	1.0	Florida, United States
21873	1.0	Utah, United States
21874	1.0	California, United States
21875	1.0	Alabama, United States
21876	1.0	Arizona, United States
21877	1.0	Colorado, United States
21878	1.0	Saskatchewan, Canada
21879	1.0	New Jersey, United States
21880	1.0	Michigan, United States
21881	1.0	Ontario, Canada
21882	1.0	New York, United States
21883	1.0	Kansas, United States
21884	1.0	Texas, United States
21885	1.0	Maryland, United States
21886	1.0	California, United States
21887	1.0	Varsinais-Suomen maakunta, Finland
21888	1.0	Maryland, United States
21889	1.0	Tennessee, United States
21890	1.0	Georgia, United States
21891	1.0	Maryland, United States
21892	1.0	Tennessee, United States
21893	1.0	South Carolina, United States
21894	1.0	Texas, United States
21895	1.0	Maryland, United States
21896	1.0	Nevada, United States
21897	1.0	California, United States
21898	1.0	New York, United States
21899	1.0	Georgia, United States
21900	1.0	Arizona, United States
21901	1.0	Metro Manila, Philippines
21902	1.0	New York, United States
21903	1.0	New York, United States
21904	1.0	Illinois, United States
21905	1.0	New York, United States
21906	1.0	British Columbia, Canada
21907	1.0	Washington, United States
21908	1.0	South Dakota, United States
21909	1.0	Oregon, United States
21910	1.0	South Carolina, United States
21911	1.0	Ohio, United States
21912	1.0	North Carolina, United States
21913	1.0	England, United Kingdom
21914	1.0	England, United Kingdom
21915	1.0	Attica, Greece
21916	1.0	California, United States
21917	1.0	North Carolina, United States
21918	1.0	California, United States
21919	1.0	Stockholm, Sweden
21920	1.0	Ontario, Canada
21921	1.0	Florida, United States
21922	1.0	Hail, Saudi Arabia
21923	1.0	North Carolina, United States
21924	1.0	California, United States
21925	1.0	California, United States
21926	1.0	Washington, United States
21927	1.0	Colorado, United States
21928	1.0	England, United Kingdom
21929	1.0	Washington, United States
21930	1.0	New York, United States
21931	1.0	Michigan, United States
21932	1.0	Georgia, United States
21933	1.0	New Jersey, United States
21934	1.0	Illinois, United States
21935	1.0	Connecticut, United States
21936	1.0	Texas, United States
21937	1.0	Pennsylvania, United States
21938	1.0	North Carolina, United States
21939	1.0	Georgia, United States
21940	1.0	Texas, United States
21941	1.0	Florida, United States
21942	1.0	California, United States
21943	1.0	Ohio, United States
21944	1.0	Ontario, Canada
21945	1.0	Michigan, United States
21946	1.0	Utah, United States
21947	1.0	Michigan, United States
21948	1.0	Ohio, United States
21949	1.0	Florida, United States
21950	1.0	Ontario, Canada
21951	1.0	England, United Kingdom
21952	1.0	Missouri, United States
21953	1.0	Texas, United States
21954	1.0	Maryland, United States
21955	1.0	Jawa Barat, Indonesia
21956	1.0	Michigan, United States
21957	1.0	California, United States
21958	1.0	Michigan, United States
21959	1.0	Nevada, United States
21960	1.0	Utah, United States
21961	1.0	Illinois, United States
21962	1.0	New York, United States
21963	1.0	Nevada, United States
21964	1.0	California, United States
21965	1.0	England, United Kingdom
21966	1.0	California, United States
21967	1.0	Idaho, United States
21968	1.0	Virginia, United States
21969	1.0	Ontario, Canada
21970	1.0	Missouri, United States
21971	1.0	Missouri, United States
21972	1.0	Illinois, United States
21973	1.0	Georgia, United States
21974	1.0	Georgia, United States
21975	1.0	New Jersey, United States
21976	1.0	Australia, Australia
21977	1.0	Massachusetts, United States
21978	1.0	Illinois, United States
21979	1.0	England, United Kingdom
21980	1.0	Idaho, United States
21981	1.0	Massachusetts, United States
21982	1.0	Texas, United States
21983	1.0	North Dakota, United States
21984	1.0	Kentucky, United States
21985	1.0	Oklahoma, United States
21986	1.0	Ohio, United States
21987	1.0	South Carolina, United States
21988	1.0	Kentucky, United States
21989	1.0	New Mexico, United States
21990	1.0	United States
21991	1.0	Massachusetts, United States
21992	1.0	Tennessee, United States
21993	1.0	Massachusetts, United States
21994	1.0	Tennessee, United States
21995	1.0	England, United Kingdom
21996	1.0	Arkansas, United States
21997	1.0	Québec, Canada
21998	1.0	Texas, United States
21999	1.0	Arkansas, United States
22000	1.0	Australia, Australia
22001	1.0	Wisconsin, United States
22002	1.0	California, United States
22003	1.0	Kansas, United States
22004	1.0	Kansas, United States
22005	1.0	Michigan, United States
22006	1.0	Minnesota, United States
22007	1.0	Georgia, United States
22008	1.0	Utah, United States
22009	1.0	New Jersey, United States
22010	1.0	Scotland, United Kingdom
22011	1.0	Florida, United States
22012	1.0	Colorado, United States
22013	1.0	Tennessee, United States
22014	1.0	Texas, United States
22015	1.0	Washington, United States
22016	1.0	Illinois, United States
22017	1.0	Texas, United States
22018	1.0	Texas, United States
22019	1.0	Arkansas, United States
22020	1.0	Michigan, United States
22021	1.0	Missouri, United States
22022	1.0	Minnesota, United States
22023	1.0	England, United Kingdom
22024	1.0	Tennessee, United States
22025	1.0	Arizona, United States
22026	1.0	California, United States
22027	1.0	Nevada, United States
22028	1.0	Texas, United States
22029	1.0	British Columbia, Canada
22030	1.0	Mississippi, United States
22031	1.0	California, United States
22032	1.0	Illinois, United States
22033	1.0	Iowa, United States
22034	1.0	Connecticut, United States
22035	1.0	Pennsylvania, United States
22036	1.0	New Hampshire, United States
22037	1.0	California, United States
22038	1.0	Delaware, United States
22039	1.0	Delaware, United States
22040	1.0	England, United Kingdom
22041	1.0	British Columbia, Canada
22042	1.0	North Carolina, United States
22043	1.0	Rhode Island, United States
22044	1.0	California, United States
22045	1.0	Pennsylvania, United States
22046	1.0	Minnesota, United States
22047	1.0	Maine, United States
22048	1.0	South Carolina, United States
22049	1.0	Florida, United States
22050	1.0	West Virginia, United States
22051	1.0	California, United States
22052	1.0	Nevada, United States
22053	1.0	California, United States
22054	1.0	Ohio, United States
22055	1.0	Ontario, Canada
22056	1.0	Wisconsin, United States
22057	1.0	Wisconsin, United States
22058	1.0	Northern Ireland, United Kingdom
22059	1.0	Wisconsin, United States
22060	1.0	Florida, United States
22061	1.0	California, United States
22062	1.0	Kansas, United States
22063	1.0	Pennsylvania, United States
22064	1.0	England, United Kingdom
22065	1.0	South Carolina, United States
22066	1.0	Ontario, Canada
22067	1.0	Minnesota, United States
22068	1.0	England, United Kingdom
22069	1.0	California, United States
22070	1.0	Nova Scotia, Canada
22071	1.0	England, United Kingdom
22072	1.0	Missouri, United States
22073	1.0	Virginia, United States
22074	1.0	Ohio, United States
22075	1.0	Ontario, Canada
22076	1.0	United States
22077	1.0	Michigan, United States
22078	1.0	New York, United States
22079	1.0	South Dakota, United States
22080	1.0	Virginia, United States
22081	1.0	Tennessee, United States
22082	1.0	Massachusetts, United States
22083	1.0	Louisiana, United States
22084	1.0	California, United States
22085	1.0	Illinois, United States
22086	1.0	Maryland, United States
22087	1.0	Florida, United States
22088	1.0	Australian Capital Territory, Australia
22089	1.0	California, United States
22090	1.0	Massachusetts, United States
22091	1.0	California, United States
22092	1.0	New York, United States
22093	1.0	California, United States
22094	1.0	Illinois, United States
22095	1.0	Massachusetts, United States
22096	1.0	Florida, United States
22097	1.0	Utah, United States
22098	1.0	Pennsylvania, United States
22099	1.0	Colorado, United States
22100	1.0	New York, United States
22101	1.0	Colorado, United States
22102	1.0	Australia, Australia
22103	1.0	New Jersey, United States
22104	1.0	Illinois, United States
22105	1.0	Massachusetts, United States
22106	1.0	California, United States
22107	1.0	New Jersey, United States
22108	1.0	California, United States
22109	1.0	California, United States
22110	1.0	California, United States
22111	1.0	Alberta, Canada
22112	1.0	Oklahoma, United States
22113	1.0	Pennsylvania, United States
22114	1.0	Pennsylvania, United States
22115	1.0	Maryland, United States
22116	1.0	Kansas, United States
22117	1.0	England, United Kingdom
22118	1.0	Florida, United States
22119	1.0	England, United Kingdom
22120	1.0	Alberta, Canada
22121	1.0	Ohio, United States
22122	1.0	New York, United States
22123	1.0	New York, United States
22124	1.0	Texas, United States
22125	1.0	Michigan, United States
22126	1.0	California, United States
22127	1.0	Florida, United States
22128	1.0	England, United Kingdom
22129	1.0	California, United States
22130	1.0	Michigan, United States
22131	1.0	Michigan, United States
22132	1.0	Texas, United States
22133	1.0	Illinois, United States
22134	1.0	Connecticut, United States
22135	1.0	Penal-Debe, Trinidad and Tobago
22136	1.0	Michigan, United States
22137	1.0	South Carolina, United States
22138	1.0	Alabama, United States
22139	1.0	California, United States
22140	1.0	Florida, United States
22141	1.0	Illinois, United States
22142	1.0	Texas, United States
22143	1.0	Oshana, Namibia
22144	1.0	Michigan, United States
22145	1.0	Georgia, United States
22146	1.0	Ontario, Canada
22147	1.0	West Virginia, United States
22148	1.0	California, United States
22149	1.0	Pennsylvania, United States
22150	1.0	Australia, Australia
22151	1.0	Mississippi, United States
22152	1.0	Georgia, United States
22153	1.0	Florida, United States
22154	1.0	Florida, United States
22155	1.0	New York, United States
22156	1.0	New York, United States
22157	1.0	Massachusetts, United States
22158	1.0	Ohio, United States
22159	1.0	California, United States
22160	1.0	Northern, Israel
22161	1.0	Oklahoma, United States
22162	1.0	North Carolina, United States
22163	1.0	England, United Kingdom
22164	1.0	Ljubljana, Slovenia
22165	1.0	Mississippi, United States
22166	1.0	Louisiana, United States
22167	1.0	North Carolina, United States
22168	1.0	Indiana, United States
22169	1.0	England, United Kingdom
22170	1.0	Oklahoma, United States
22171	1.0	Idaho, United States
22172	1.0	Oklahoma, United States
22173	1.0	Florida, United States
22174	1.0	Texas, United States
22175	1.0	British Columbia, Canada
22176	1.0	Wisconsin, United States
22177	1.0	California, United States
22178	1.0	Ohio, United States
22179	1.0	Florida, United States
22180	1.0	Michigan, United States
22181	1.0	Pennsylvania, United States
22182	1.0	Pennsylvania, United States
22183	1.0	Texas, United States
22184	1.0	Indiana, United States
22185	1.0	Ontario, Canada
22186	1.0	United States
22187	1.0	California, United States
22188	1.0	Alabama, United States
22189	1.0	Minnesota, United States
22190	1.0	England, United Kingdom
22191	1.0	Zuid-Holland, Netherlands
22192	1.0	Michigan, United States
22193	1.0	Nebraska, United States
22194	1.0	South Carolina, United States
22195	1.0	Texas, United States
22196	1.0	Massachusetts, United States
22197	1.0	Connecticut, United States
22198	1.0	Oklahoma, United States
22199	1.0	Oklahoma, United States
22200	1.0	Georgia, United States
22201	1.0	Abu Dhabi, United Arab Emirates
22202	1.0	Wisconsin, United States
22203	1.0	Virginia, United States
22204	1.0	England, United Kingdom
22205	1.0	England, United Kingdom
22206	1.0	England, United Kingdom
22207	1.0	England, United Kingdom
22208	1.0	England, United Kingdom
22209	1.0	England, United Kingdom
22210	1.0	England, United Kingdom
22211	1.0	New Mexico, United States
22212	1.0	Kansas, United States
22213	1.0	Michigan, United States
22214	1.0	North Carolina, United States
22215	1.0	Washington, United States
22216	1.0	Ohio, United States
22217	1.0	Colorado, United States
22218	1.0	Wisconsin, United States
22219	1.0	Washington, United States
22220	1.0	South Dakota, United States
22221	1.0	Maryland, United States
22222	1.0	Missouri, United States
22223	1.0	New Jersey, United States
22224	1.0	Kentucky, United States
22225	1.0	Kansas, United States
22226	1.0	Galway, Ireland
22227	1.0	Australia, Australia
22228	1.0	Nuevo Leon, Mexico
22229	1.0	Massachusetts, United States
22230	1.0	California, United States
22231	1.0	Oregon, United States
22232	1.0	New Jersey, United States
22233	1.0	Nevada, United States
22234	1.0	Arizona, United States
22235	1.0	Ohio, United States
22236	1.0	Tennessee, United States
22237	1.0	Alabama, United States
22238	1.0	Australia, Australia
22239	1.0	British Columbia, Canada
22240	1.0	Distrito Especial, Colombia
22241	1.0	California, United States
22242	1.0	British Columbia, Canada
22243	1.0	California, United States
22244	1.0	Pennsylvania, United States
22245	1.0	Texas, United States
22246	1.0	Texas, United States
22247	1.0	Georgia, United States
22248	1.0	Ontario, Canada
22249	1.0	England, United Kingdom
22250	1.0	North Carolina, United States
22251	1.0	New York, United States
22252	1.0	Colorado, United States
22253	1.0	New York, United States
22254	1.0	Michigan, United States
22255	1.0	South Carolina, United States
22256	1.0	Utah, United States
22257	1.0	England, United Kingdom
22258	1.0	Ohio, United States
22259	1.0	Alabama, United States
22260	1.0	Oslo Fylke, Norway
22261	1.0	Bayern, Germany
22262	1.0	Virginia, United States
22263	1.0	Florida, United States
22264	1.0	Texas, United States
22265	1.0	California, United States
22266	1.0	Tennessee, United States
22267	1.0	Limpopo, South Africa
22268	1.0	England, United Kingdom
22269	1.0	New York, United States
22270	1.0	Rogaland Fylke, Norway
22271	1.0	California, United States
22272	1.0	England, United Kingdom
22273	1.0	Florida, United States
22274	1.0	Indiana, United States
22275	1.0	Florida, United States
22276	1.0	Kansas, United States
22277	1.0	California, United States
22278	1.0	California, United States
22279	1.0	Michigan, United States
22280	1.0	Texas, United States
22281	1.0	Florida, United States
22282	1.0	Pennsylvania, United States
22283	1.0	Texas, United States
22284	1.0	Kentucky, United States
22285	1.0	Ohio, United States
22286	1.0	Indiana, United States
22287	1.0	Virginia, United States
22288	1.0	Iowa, United States
22289	1.0	Massachusetts, United States
22290	1.0	Alberta, Canada
22291	1.0	Alberta, Canada
22292	1.0	Texas, United States
22293	1.0	Florida, United States
22294	1.0	Tennessee, United States
22295	1.0	Nevada, United States
22296	1.0	Maryland, United States
22297	1.0	Arizona, United States
22298	1.0	Luxembourg, Luxembourg
22299	1.0	Alberta, Canada
22300	1.0	Washington, United States
22301	1.0	North Carolina, United States
22302	1.0	California, United States
22303	1.0	Minnesota, United States
22304	1.0	Massachusetts, United States
22305	1.0	Nevada, United States
22306	1.0	Alberta, Canada
22307	1.0	New York, United States
22308	1.0	Kentucky, United States
22309	1.0	Iowa, United States
22310	1.0	Ohio, United States
22311	1.0	Wisconsin, United States
22312	1.0	Nebraska, United States
22313	1.0	California, United States
22314	1.0	Ohio, United States
22315	1.0	Arizona, United States
22316	1.0	England, United Kingdom
22317	1.0	Mississippi, United States
22318	1.0	Colorado, United States
22319	1.0	New York, United States
22320	1.0	Virginia, United States
22321	1.0	California, United States
22322	1.0	Pennsylvania, United States
22323	1.0	Wisconsin, United States
22324	1.0	Florida, United States
22325	1.0	Michigan, United States
22326	1.0	Kwazulu Natal, South Africa
22327	1.0	Georgia, United States
22328	1.0	Scotland, United Kingdom
22329	1.0	Michigan, United States
22330	1.0	Pennsylvania, United States
22331	1.0	West Virginia, United States
22332	1.0	Nebraska, United States
22333	1.0	Massachusetts, United States
22334	1.0	Kansas, United States
22335	1.0	New Mexico, United States
22336	1.0	Scotland, United Kingdom
22337	1.0	Ohio, United States
22338	1.0	Texas, United States
22339	1.0	Nevada, United States
22340	1.0	Georgia, United States
22341	1.0	Ontario, Canada
22342	1.0	England, United Kingdom
22343	1.0	Arizona, United States
22344	1.0	Texas, United States
22345	1.0	Illinois, United States
22346	1.0	Florida, United States
22347	1.0	New York, United States
22348	1.0	New York, United States
22349	1.0	Indiana, United States
22350	1.0	New York, United States
22351	1.0	Sogn og Fjordane Fylke, Norway
22352	1.0	Alabama, United States
22353	1.0	Missouri, United States
22354	1.0	Arizona, United States
22355	1.0	Metro Manila, Philippines
22356	1.0	Pennsylvania, United States
22357	1.0	Gauteng, South Africa
22358	1.0	Ohio, United States
22359	1.0	Florida, United States
22360	1.0	South Carolina, United States
22361	1.0	Indiana, United States
22362	1.0	Wisconsin, United States
22363	1.0	Texas, United States
22364	1.0	Texas, United States
22365	1.0	Pennsylvania, United States
22366	1.0	Pennsylvania, United States
22367	1.0	Pennsylvania, United States
22368	1.0	Québec, Canada
22369	1.0	Washington, United States
22370	1.0	Indiana, United States
22371	1.0	Colorado, United States
22372	1.0	England, United Kingdom
22373	1.0	Ohio, United States
22374	1.0	Illinois, United States
22375	1.0	Tennessee, United States
22376	1.0	Missouri, United States
22377	1.0	California, United States
22378	1.0	Minnesota, United States
22379	1.0	Michigan, United States
22380	1.0	Nevada, United States
22381	1.0	Tennessee, United States
22382	1.0	Nova Scotia, Canada
22383	1.0	Idaho, United States
22384	1.0	Oklahoma, United States
22385	1.0	Australia, Australia
22386	1.0	North Carolina, United States
22387	1.0	California, United States
22388	1.0	West Virginia, United States
22389	1.0	Pennsylvania, United States
22390	1.0	Illinois, United States
22391	1.0	Texas, United States
22392	1.0	California, United States
22393	1.0	Washington, United States
22394	1.0	Nevada, United States
22395	1.0	England, United Kingdom
22396	1.0	Australia, Australia
22397	1.0	California, United States
22398	1.0	Utah, United States
22399	1.0	New York, United States
22400	1.0	Texas, United States
22401	1.0	Virginia, United States
22402	1.0	Indiana, United States
22403	1.0	California, United States
22404	1.0	California, United States
22405	1.0	California, United States
22406	1.0	Pennsylvania, United States
22407	1.0	California, United States
22408	1.0	Georgia, United States
22409	1.0	Pennsylvania, United States
22410	1.0	Sjælland, Denmark
22411	1.0	Ontario, Canada
22412	1.0	Michigan, United States
22413	1.0	Massachusetts, United States
22414	1.0	Michigan, United States
22415	1.0	New Mexico, United States
22416	1.0	New Jersey, United States
22417	1.0	Washington, United States
22418	1.0	Washington, United States
22419	1.0	Nordrhein-Westfalen, Germany
22420	1.0	New York, United States
22421	1.0	Ohio, United States
22422	1.0	Indiana, United States
22423	1.0	Nevada, United States
22424	1.0	Nova Scotia, Canada
22425	1.0	Pennsylvania, United States
22426	1.0	Alberta, Canada
22427	1.0	Indiana, United States
22428	1.0	Oregon, United States
22429	1.0	Northern Mindanao, Philippines
22430	1.0	Minnesota, United States
22431	1.0	Aragón, Spain
22432	1.0	Texas, United States
22433	1.0	Michigan, United States
22434	1.0	Florida, United States
22435	1.0	Ohio, United States
22436	1.0	England, United Kingdom
22437	1.0	Georgia, United States
22438	1.0	Maryland, United States
22439	1.0	Wales, United Kingdom
22440	1.0	New York, United States
22441	1.0	California, United States
22442	1.0	California, United States
22443	1.0	Oklahoma, United States
22444	1.0	California, United States
22445	1.0	Australia, Australia
22446	1.0	New Jersey, United States
22447	1.0	Ohio, United States
22448	1.0	Nebraska, United States
22449	1.0	Maryland, United States
22450	1.0	California, United States
22451	1.0	British Columbia, Canada
22452	1.0	Maryland, United States
22453	1.0	Texas, United States
22454	1.0	Minnesota, United States
22455	1.0	England, United Kingdom
22456	1.0	Hawaii, United States
22457	1.0	Georgia, United States
22458	1.0	England, United Kingdom
22459	1.0	Maryland, United States
22460	1.0	Washington, United States
22461	1.0	Florida, United States
22462	1.0	New Jersey, United States
22463	1.0	Iowa, United States
22464	1.0	Ohio, United States
22465	1.0	Washington, United States
22466	1.0	Wisconsin, United States
22467	1.0	Saskatchewan, Canada
22468	1.0	Massachusetts, United States
22469	1.0	Michigan, United States
22470	1.0	Texas, United States
22471	1.0	Michigan, United States
22472	1.0	Tennessee, United States
22473	1.0	Florida, United States
22474	1.0	Wisconsin, United States
22475	1.0	New York, United States
22476	1.0	Florida, United States
22477	1.0	New Jersey, United States
22478	1.0	New Mexico, United States
22479	1.0	Arkansas, United States
22480	1.0	California, United States
22481	1.0	Wisconsin, United States
22482	1.0	California, United States
22483	1.0	Alabama, United States
22484	1.0	Florida, United States
22485	1.0	Nevada, United States
22486	1.0	Pennsylvania, United States
22487	1.0	California, United States
22488	1.0	Iowa, United States
22489	1.0	Texas, United States
22490	1.0	Georgia, United States
22491	1.0	Missouri, United States
22492	1.0	Alaska, United States
22493	1.0	Hawaii, United States
22494	1.0	Päijat-Hämeen maakunta, Finland
22495	1.0	Skåne Län, Sweden
22496	1.0	North Dakota, United States
22497	1.0	Nevada, United States
22498	1.0	Colorado, United States
22499	1.0	Ohio, United States
22500	1.0	California, United States
22501	1.0	Florida, United States
22502	1.0	Florida, United States
22503	1.0	California, United States
22504	1.0	Michigan, United States
22505	1.0	California, United States
22506	1.0	California, United States
22507	1.0	Texas, United States
22508	1.0	New York, United States
22509	1.0	England, United Kingdom
22510	1.0	Alberta, Canada
22511	1.0	England, United Kingdom
22512	1.0	Indiana, United States
22513	1.0	Texas, United States
22514	1.0	Pennsylvania, United States
22515	1.0	Ohio, United States
22516	1.0	United States
22517	1.0	New York, United States
22518	1.0	Montana, Canada
22519	1.0	Georgia, United States
22520	1.0	Alabama, United States
22521	1.0	Florida, United States
22522	1.0	Arizona, United States
22523	1.0	Pennsylvania, United States
22524	1.0	British Columbia, Canada
22525	1.0	Colorado, United States
22526	1.0	California, United States
22527	1.0	New York, United States
22528	1.0	California, United States
22529	1.0	New Jersey, United States
22530	1.0	Illinois, United States
22531	1.0	Michoacan de Ocampo, Mexico
22532	1.0	Western Australia, Australia
22533	1.0	New Jersey, United States
22534	1.0	Ohio, United States
22535	1.0	Missouri, United States
22536	1.0	Michigan, United States
22537	1.0	California, United States
22538	1.0	Texas, United States
22539	1.0	England, United Kingdom
22540	1.0	South Dakota, United States
22541	1.0	Michigan, United States
22542	1.0	Virginia, United States
22543	1.0	Pennsylvania, United States
22544	1.0	Alberta, Canada
22545	1.0	California, United States
22546	1.0	Texas, United States
22547	1.0	Western Australia, Australia
22548	1.0	South Carolina, United States
22549	1.0	West Virginia, United States
22550	1.0	England, United Kingdom
22551	1.0	New Mexico, United States
22552	1.0	Minnesota, United States
22553	1.0	Texas, United States
22554	1.0	Texas, United States
22555	1.0	Michigan, United States
22556	1.0	Iowa, United States
22557	1.0	Georgia, United States
22558	1.0	West Virginia, United States
22559	1.0	Kentucky, United States
22560	1.0	Texas, United States
22561	1.0	Pennsylvania, United States
22562	1.0	Texas, United States
22563	1.0	Arizona, United States
22564	1.0	Texas, United States
22565	1.0	Utah, United States
22566	1.0	Missouri, United States
22567	1.0	Idaho, United States
22568	1.0	Texas, United States
22569	1.0	Indiana, United States
22570	1.0	Colorado, United States
22571	1.0	England, United Kingdom
22572	1.0	Michigan, United States
22573	1.0	Texas, United States
22574	1.0	California, United States
22575	1.0	California, United States
22576	1.0	Ontario, Canada
22577	1.0	Georgia, United States
22578	1.0	Istanbul, Turkey
22579	1.0	Colorado, United States
22580	1.0	Oregon, United States
22581	1.0	Oklahoma, United States
22582	1.0	New York, United States
22583	1.0	Georgia, United States
22584	1.0	Michigan, United States
22585	1.0	Ontario, Canada
22586	1.0	Vermont, United States
22587	1.0	Texas, United States
22588	1.0	Idaho, United States
22589	1.0	Kansas, United States
22590	1.0	Dublin, Ireland
22591	1.0	Wisconsin, United States
22592	1.0	Ohio, United States
22593	1.0	Louisiana, United States
22594	1.0	Virginia, United States
22595	1.0	Florida, United States
22596	1.0	Kentucky, United States
22597	1.0	England, United Kingdom
22598	1.0	Florida, United States
22599	1.0	Nebraska, United States
22600	1.0	Arizona, United States
22601	1.0	California, United States
22602	1.0	New York, United States
22603	1.0	Georgia, United States
22604	1.0	California, United States
22605	1.0	Arizona, United States
22606	1.0	United States
22607	1.0	Missouri, United States
22608	1.0	California, United States
22609	1.0	Texas, United States
22610	1.0	South Carolina, United States
22611	1.0	Pennsylvania, United States
22612	1.0	Wyoming, United States
22613	1.0	Indiana, United States
22614	1.0	North Carolina, United States
22615	1.0	Texas, United States
22616	1.0	Saskatchewan, Canada
22617	1.0	Pennsylvania, United States
22618	1.0	Georgia, United States
22619	1.0	Ohio, United States
22620	1.0	Massachusetts, United States
22621	1.0	England, United Kingdom
22622	1.0	England, United Kingdom
22623	1.0	Kentucky, United States
22624	1.0	Colorado, United States
22625	1.0	Alabama, United States
22626	1.0	North Carolina, United States
22627	1.0	Arizona, United States
22628	1.0	Massachusetts, United States
22629	1.0	Florida, United States
22630	1.0	Arizona, United States
22631	1.0	Texas, United States
22632	1.0	Iowa, United States
22633	1.0	Calabarzon, Philippines
22634	1.0	California, United States
22635	1.0	California, United States
22636	1.0	Texas, United States
22637	1.0	Utah, United States
22638	1.0	Ontario, Canada
22639	1.0	South Carolina, United States
22640	1.0	Ohio, United States
22641	1.0	California, United States
22642	1.0	Texas, United States
22643	1.0	British Columbia, Canada
22644	1.0	South Dakota, United States
22645	1.0	Wales, United Kingdom
22646	1.0	Hovedstaden, Denmark
22647	1.0	Ontario, Canada
22648	1.0	Maryland, United States
22649	1.0	Texas, United States
22650	1.0	California, United States
22651	1.0	Maryland, United States
22652	1.0	Florida, United States
22653	1.0	Alberta, Canada
22654	1.0	New York, United States
22655	1.0	West Virginia, United States
22656	1.0	Comunitat Valenciana, Spain
22657	1.0	Mississippi, United States
